"OUTLET_LEV12","HYBAS_ID_LEV05","NEXT_DOWN","UP_AREA_OUTLET","SUB_AREA_OUTLET","N_LEV12","DIST_SINK","DIST_MAIN","ENDO","COAST","ORDER","SORT","PFAF_ID","MAIN_BAS","NEXT_SINK","N_UPSTREAM","UPSTREAM_FRACTION","MAX_UP_AREA","IS_MAX_UP_AREA","OUTLET_LONGITUDE","OUTLET_LATITUDE"
"1120044420","1050044420","0",3315.8,185.1,127,0,0,2,0,1,213468,161640110000,1120044420,1120044420,25,0.196850393700787,3315.8,TRUE,18.5709118397071,18.52242805
"1120044430","1050044430","0",3315.4,1.5,56,0,0,2,0,1,213493,161670051010,1120044430,1120044430,26,0.464285714285714,3315.4,TRUE,20.6061941490631,18.49375
"1120044470","1050044470","0",3287.1,3.4,94,0,0,2,0,1,213599,159030211000,1120044470,1120044470,32,0.340425531914894,3287.1,TRUE,26.6219357825364,18.1788361
"1120044480","1050044480","0",3264.9,1.8,90,0,0,2,0,1,213631,157550410000,1120044480,1120044480,26,0.288888888888889,3264.9,TRUE,19.0041640264859,28.8245746
"1120044520","1050044520","0",3227.2,19.5,113,0,0,2,0,1,213737,155780410010,1120044520,1120044520,24,0.212389380530973,3227.2,TRUE,4.5395705939214,27.80831715
"1120044540","1050044540","0",3225.7,9.6,139,0,0,2,0,1,213787,115900210000,1120044540,1120044540,23,0.165467625899281,3225.7,TRUE,41.6819174606268,12.1330992
"1120044560","1050044560","0",3183.6,4.8,32,0,0,2,0,1,213835,115740011000,1120044560,1120044560,27,0.84375,3183.6,TRUE,41.187789246917,10.8978141
"1120044610","1050044610","0",3147,61.8,286,0,0,2,0,1,213958,155175110000,1120044610,1120044610,28,0.0979020979020979,3147,TRUE,-1.00034274760145,19.711942
"1120044850","1050044850","0",2942.9,35.5,150,0,0,2,0,1,214529,155950210000,1120044850,1120044850,22,0.146666666666667,2942.9,TRUE,11.8458751517312,31.2229356
"1120044910","1050044910","0",2899.3,1.7,137,0,0,2,0,1,214662,155360210000,1120044910,1120044910,25,0.182481751824818,2899.3,TRUE,-7.70835768636628,23.13115525
"1120044980","1050044980","0",2831.1,96.8,80,0,0,2,0,1,214826,159040310000,1120044980,1120044980,21,0.2625,2831.1,TRUE,25.8835642689779,19.22571335
"1120045010","1050045010","0",2768.9,42.3,30,0,0,2,0,1,214896,161720011000,1120045010,1120045010,22,0.733333333333333,2768.9,TRUE,24.0686739128929,18.55771535
"1120045170","1050045170","0",2668.6,4.5,112,0,0,2,0,1,215264,154710501010,1120045170,1120045170,20,0.178571428571429,2668.6,TRUE,1.08096634116431,31.29889475
"1120045390","1050045390","0",2544.3,161.2,54,0,0,2,0,1,215712,157350011100,1120045390,1120045390,19,0.351851851851852,2544.3,TRUE,14.8454202350034,24.29537795
"1120045460","1050045460","0",2518.5,1.9,82,0,0,2,0,1,215850,126000101100,1120045460,1120045460,16,0.195121951219512,2518.5,TRUE,19.091060525,-30.22934335
"1120046130","1050046130","0",2172.8,1.4,37,0,0,2,0,1,217104,115750011000,1120046130,1120046130,22,0.594594594594595,2172.8,TRUE,40.9497027601003,12.01832465
"1120046210","1050046210","0",2150.6,84.2,47,0,0,2,0,1,217252,155770051000,1120046210,1120046210,13,0.276595744680851,2150.6,TRUE,7.24359858382612,28.98111775
"1120046220","1050046220","0",2150,1.9,179,0,0,2,0,1,217265,155470701100,1120046220,1120046220,20,0.111731843575419,2150,TRUE,-2.04808479927723,24.70208335
"1120046410","1050046410","0",2045.4,96.5,55,0,0,2,0,1,217579,161650031100,1120046410,1120046410,18,0.327272727272727,2045.4,TRUE,19.3740721637351,17.9872974
"1120046430","1050046430","0",2041.8,160,15,0,0,2,0,1,217612,154840001000,1120046430,1120046430,15,1,2041.8,TRUE,5.40486467298196,34.83347505
"1120046540","1050046540","0",2001.4,1.1,27,0,0,2,0,1,217791,161350011000,1120046540,1120046540,14,0.518518518518518,2001.4,TRUE,12.46875,20.78125
"1120046550","1050046550","0",2001,1.9,17,0,0,2,0,1,217805,157780001100,1120046550,1120046550,16,0.941176470588235,2001,TRUE,23.3702419527078,29.6968114
"1120046700","1050046700","0",1951,67.3,15,0,0,2,0,1,218040,112070001000,1120046700,1120046700,15,1,1951,TRUE,46.2353944019121,3.50208335
"1120046820","1050046820","0",1896.2,12.1,156,0,0,2,0,1,218224,155450111000,1120046820,1120046820,15,0.0961538461538462,1896.2,TRUE,-4.27073448716387,24.7274977
"1120046870","1050046870","0",1887.5,21.9,69,0,0,2,0,1,218295,157740801000,1120046870,1120046870,15,0.217391304347826,1887.5,TRUE,22.839411073681,24.972808
"1120047030","1050047030","0",1848.7,64,39,0,0,2,0,1,218533,161680011000,1120047030,1120047030,16,0.41025641025641,1848.7,TRUE,20.5832782318838,19.0357788
"1120047600","1050047600","0",1667,1.7,13,0,0,2,0,1,219320,154530001000,1120047600,1120047600,13,1,1667,TRUE,-1.69579893756709,32.78628775
"1120047790","1050047790","0",1614.2,149.8,15,0,0,2,0,1,219564,112020001000,1120047790,1120047790,15,1,1614.2,TRUE,45.8487396131012,8.6258162
"1120047900","1050047900","0",1574.5,158.7,62,0,0,2,0,1,219708,161660031000,1120047900,1120047900,13,0.209677419354839,1574.5,TRUE,20.2647897373007,18.04268245
"1120048630","1050048630","0",1408.2,121,11,0,0,2,0,1,220569,158250001000,1120048630,1120048630,11,1,1408.2,TRUE,30.2633900693726,23.56666665
"1120048790","1050048790","0",1380.1,26.5,101,0,0,2,0,1,220749,158590401100,1120048790,1120048790,12,0.118811881188119,1380.1,TRUE,28.2938508455939,24.15822635
"1120049660","1050049660","0",1203.6,7,34,0,0,2,0,1,221643,158220021000,1120049660,1120049660,11,0.323529411764706,1203.6,TRUE,27.2207757766693,23.09141795
"1120049710","1050049710","0",1193.2,71.5,19,0,0,2,0,1,221687,155580001100,1120049710,1120049710,9,0.473684210526316,1193.2,TRUE,1.03351475411027,22.0797194
"1120049870","1050049870","0",1166.1,7.6,26,0,0,2,0,1,221838,158610011000,1120049870,1120049870,9,0.346153846153846,1166.1,TRUE,25.6666667,23.70625
"1120049900","1050049900","0",1163.3,1,25,0,0,2,0,1,221865,158130011000,1120049900,1120049900,8,0.32,1163.3,TRUE,22.387410475,23.85293825
"1120052130","1050052130","1121515780",842.6,103,9,0,498.3,2,0,3,223636,129400001110,1120040200,1120052130,6,0.666666666666667,842.6,TRUE,22.7635335081042,-20.6875024
"1120053070","1050012550","0",756.6,4.6,27,0,0,2,0,1,224237,123090002110,1120053070,1120053070,6,0.222222222222222,756.6,TRUE,34.2303842261411,-24.7166667
"1120053600","1050053600","0",717,131.4,21,0,0,2,0,1,224556,161100002110,1120053600,1120053600,5,0.238095238095238,717,TRUE,9.09356466142686,24.1458333
"1120053710","1050053710","0",710.7,7.5,7,0,0,2,0,1,224622,158150001100,1120053710,1120053710,6,0.857142857142857,710.7,TRUE,23.8615352171125,25.5624315
"1120054170","1050054170","0",663,5.3,5,0,0,2,0,1,224877,158240000100,1120054170,1120054170,5,1,663,TRUE,29.6290834704613,23.51447635
"1120054740","1050054740","0",627.1,13,11,0,0,2,0,1,225164,157760001100,1120054740,1120054740,6,0.545454545454545,627.1,TRUE,23.6365017428618,25.89110885
"1120054840","1050054840","0",620.6,185.1,19,0,0,2,0,1,225215,112030001100,1120054840,1120054840,4,0.210526315789474,620.6,TRUE,48.3437448969423,7.8067844
"1120057260","1050057260","0",484.4,48.1,4,0,0,2,0,1,226248,158660000100,1120057260,1120057260,4,1,484.4,TRUE,23.8212686244337,29.5784674
"1120059920","1050059920","0",369.9,120.6,9,0,0,2,0,1,227113,154830001100,1120059920,1120059920,2,0.222222222222222,369.9,TRUE,4.21726955577088,33.81521465
"1120065100","1050065100","0",242,242,2,0,0,2,0,1,228269,157770000100,1120065100,1120065100,1,0.5,242,TRUE,24.0333010287627,26.4820146
"1120076070","1050076070","0",78.6,78.5,4,0,0,2,0,1,229374,115720000010,1120076070,1120076070,1,0.25,78.6,TRUE,39.0300826900794,8.22502525
